"ID","Name","BB_Percentage_MLB","BB_Percentage_MiLB","K_Percentage_MLB","K_Percentage_MiLB","BB_to_K_MLB","BB_to_K_MiLB","AVG_MLB","AVG_MiLB","OBP_MLB","OBP_MiLB","SLG_MLB","SLG_MiLB","OPS_MLB","OPS_MiLB","ISO_MLB","ISO_MiLB","Spd_MLB","Spd_MiLB","BABIP_MLB","BABIP_MiLB","wSB_MLB","wSB_MiLB","wRC_MLB","wRC_MiLB","wRAA_MLB","wRAA_MiLB","wOBA_MLB","wOBA_MiLB","wRCplus_MLB","wRCplus_MiLB"
"12490","Tyler Smith",0.053,0.16,0.421,0.257,0.13,0.97,0.188,0.402,0.263,0.536,0.25,0.573,0.513,0.76,0.063,0.119,2.6,7,0.333,0.478,0,-0.5,1,62,-1.4,4.4,0.232,0.512,42,160
"12508","Jett Bandy",0.059,0.088,0.228,0.149,0.26,0.6,0.218,0.425,0.282,0.534,0.365,0.855,0.647,0.982,0.146,0.291,2.3,3.1,0.253,0.391,0.1,-0.3,44,32,-14.9,-0.1,0.282,0.6,73,224
"12510","Curt Casali",0.102,0.196,0.277,0.27,0.37,1.39,0.226,0.401,0.315,0.56,0.401,0.625,0.716,0.755,0.175,0.145,1.8,2,0.286,0.453,-1.1,0,135,31,-6.1,8.2,0.31,0.544,92,187
"12532","Kolten Wong",0.075,0.175,0.154,0.176,0.48,1.55,0.262,0.504,0.333,0.654,0.393,0.899,0.726,0.914,0.131,0.235,5.9,9,0.296,0.508,5.4,0.9,417,50,0.1,10.2,0.316,0.685,98,261
"12533","Marcus Semien",0.09,0.17,0.202,0.23,0.45,1.18,0.256,0.433,0.324,0.554,0.444,0.748,0.768,0.839,0.188,0.202,5.2,8,0.291,0.462,3.3,0.5,566,72,49.5,20.9,0.33,0.576,109,204
"12547","John Hicks",0.054,0.085,0.299,0.269,0.18,0.5,0.236,0.456,0.279,0.518,0.401,0.673,0.68,0.78,0.166,0.142,2.6,8,0.306,0.527,-1.3,0.2,88,54,-21.2,4.1,0.29,0.531,79,171
"12552","Eugenio Suarez",0.098,0.18,0.258,0.257,0.38,1.12,0.252,0.4,0.334,0.553,0.466,0.634,0.8,0.828,0.214,0.157,3.3,7.1,0.299,0.478,-3.9,-0.7,561,53,83.3,9.8,0.341,0.547,109,196
"12564","Trevor Story",0.085,0.147,0.276,0.376,0.31,0.6,0.272,0.39,0.34,0.507,0.523,0.668,0.863,0.825,0.251,0.196,6.3,9.2,0.336,0.502,5.6,2.1,497,61,117.2,10.9,0.362,0.522,112,170
"12590","Taylor Featherston",0.057,0.118,0.295,0.415,0.19,0.5,0.16,0.395,0.221,0.5,0.256,0.665,0.477,0.776,0.096,0.179,6.7,9.6,0.212,0.514,0.5,0.7,8,76,-20.1,9.9,0.213,0.519,30,162
"12594","Mike Marjama",0.053,0.076,0.184,0.228,0.29,0.47,0.167,0.378,0.211,0.444,0.361,0.585,0.572,0.713,0.194,0.139,2.3,5.7,0.179,0.425,-0.4,-0.5,2,41,-2.3,3.7,0.242,0.467,51,143
"12606","Rafael Lopez",0.109,0.162,0.353,0.241,0.31,1.13,0.184,0.414,0.27,0.532,0.322,0.634,0.592,0.826,0.138,0.151,2.6,4.3,0.25,0.485,0.1,-0.1,14,27,-10,3.5,0.255,0.529,58,179
"12649","Alex Dickerson",0.081,0.098,0.202,0.26,0.4,0.66,0.26,0.447,0.33,0.532,0.47,0.759,0.799,0.863,0.209,0.221,4.8,6.4,0.293,0.519,0,-0.5,135,64,17.2,15.6,0.339,0.568,113,195
"12677","O'Koyea Dickson",0.222,0.139,0.222,0.251,1,0.79,0.143,0.362,0.333,0.49,0.143,0.639,0.476,0.809,0,0.198,0.1,5.3,0.2,0.385,0,-0.6,0,80,-0.9,14.5,0.196,0.502,17,157
"12701","Billy Burns",0.04,0.168,0.132,0.258,0.3,1.35,0.27,0.444,0.308,0.579,0.353,0.535,0.662,0.742,0.083,0.061,7.4,11.1,0.308,0.58,2.7,6,83,68,-19.4,8.6,0.289,0.524,81,162
"12723","Tyler Collins",0.082,0.223,0.254,0.25,0.32,1.18,0.235,0.393,0.299,0.561,0.38,0.659,0.68,0.867,0.145,0.194,4.2,5.7,0.297,0.445,-2.2,0.4,55,72,-9.2,8.2,0.297,0.556,83,191
"12758","Breyvic Valera",0.085,0.126,0.136,0.101,0.63,2.12,0.236,0.425,0.302,0.515,0.322,0.546,0.624,0.752,0.087,0.083,5,7.2,0.266,0.45,0.2,-1.1,20,50,-7.9,4.4,0.276,0.489,70,156
"12775","Brad Miller",0.1,0.177,0.246,0.28,0.41,1.02,0.239,0.51,0.317,0.629,0.425,0.798,0.742,0.927,0.186,0.176,4.9,7.2,0.288,0.59,-0.6,0,388,34,12.5,11.3,0.32,0.637,103,244
"12779","Andy Burns",0.136,0.145,0.136,0.217,1,1.13,0.176,0.454,0.364,0.554,0.235,0.704,0.599,0.931,0.059,0.182,2.6,8,0.214,0.484,0,0.2,2,58,-0.3,8.9,0.296,0.565,83,206
"12782","Taylor Davis",0.067,0.134,0.2,0.172,0.33,1.27,0.244,0.402,0.289,0.496,0.341,0.599,0.63,0.777,0.098,0.142,0.6,3.8,0.281,0.434,0,-0.2,4,25,-1.8,0.9,0.272,0.496,65,157
"12797","Dalton Pompey",0.075,0.155,0.264,0.28,0.29,0.89,0.221,0.387,0.289,0.507,0.372,0.566,0.662,0.755,0.152,0.131,8.5,8.6,0.29,0.481,0.7,0.9,15,26,-2.6,4.6,0.292,0.496,83,163
"12856","George Springer",0.111,0.274,0.221,0.339,0.5,1.75,0.269,0.441,0.36,0.649,0.497,0.816,0.857,0.966,0.228,0.244,4.5,9.9,0.305,0.547,-5.4,1.9,624,53,160.1,17.6,0.366,0.644,135,243
"12858","Brian Goodwin",0.092,0.201,0.273,0.363,0.34,1.02,0.244,0.419,0.318,0.572,0.44,0.697,0.757,0.802,0.195,0.176,5.2,8.1,0.309,0.506,1.7,0.2,175,59,4.2,9.7,0.322,0.576,99,189
"12859","James McCann",0.061,0.106,0.259,0.265,0.23,0.7,0.246,0.381,0.299,0.477,0.387,0.514,0.686,0.69,0.141,0.105,2.8,3,0.311,0.442,-3.6,0,274,26,-43.7,-3.1,0.297,0.46,84,139
"12861","Anthony Rendon",0.108,0.221,0.155,0.258,0.7,1.26,0.287,0.438,0.369,0.636,0.484,0.801,0.854,1.048,0.197,0.288,4,3.5,0.312,0.489,-0.6,0,694,10,177.5,4,0.365,0.656,127,261
"12907","Gregory Polanco",0.089,0.155,0.216,0.21,0.41,1.08,0.241,0.391,0.309,0.509,0.409,0.597,0.718,0.765,0.167,0.139,5.8,8.6,0.283,0.442,7,1.1,356,53,-21.3,12.3,0.308,0.505,92,165
"12916","Francisco Lindor",0.085,0.153,0.147,0.194,0.58,1.41,0.278,0.456,0.343,0.57,0.478,0.7,0.821,0.808,0.2,0.146,5.4,9,0.292,0.492,6.5,0.3,583,60,98.8,5.9,0.347,0.569,117,196
"12926","Alen Hanson",0.042,0.101,0.232,0.218,0.18,0.63,0.232,0.408,0.266,0.485,0.368,0.656,0.633,0.81,0.135,0.178,7.5,10.1,0.285,0.457,1,0.3,50,66,-25.1,11.1,0.27,0.513,67,169
"12927","Brandon Nimmo",0.149,0.208,0.244,0.286,0.61,1.09,0.266,0.363,0.393,0.542,0.445,0.522,0.838,0.732,0.179,0.11,5.1,6.1,0.345,0.453,-2.4,-0.5,274,42,68.9,7.9,0.366,0.504,134,168
"12937","Jose Osuna",0.048,0.11,0.179,0.237,0.27,0.68,0.241,0.397,0.28,0.481,0.43,0.633,0.71,0.779,0.189,0.165,3.2,5.8,0.262,0.45,-0.7,-0.6,75,57,-12.1,8.7,0.299,0.502,83,167
"12944","Socrates Brito",0.046,0.081,0.257,0.295,0.18,0.42,0.179,0.382,0.216,0.44,0.309,0.6,0.525,0.709,0.13,0.145,6.7,8.8,0.218,0.449,0.1,1.1,9,75,-16.6,4,0.227,0.466,32,137
"12950","Phillip Evans",0.11,0.113,0.215,0.233,0.51,0.78,0.231,0.414,0.331,0.504,0.319,0.578,0.651,0.755,0.088,0.105,2.3,3.8,0.289,0.492,-0.4,-0.6,37,54,-6,1.1,0.295,0.497,84,160
"12956","Willy Garcia",0.092,0.088,0.261,0.378,0.35,0.35,0.238,0.377,0.305,0.451,0.4,0.609,0.705,0.735,0.162,0.161,4.4,7.3,0.311,0.482,-0.1,-1.1,13,61,-2,1.9,0.301,0.482,87,155
"12957","Steve Selsky",0.032,0.144,0.429,0.321,0.07,0.66,0.283,0.411,0.306,0.529,0.433,0.609,0.74,0.823,0.15,0.147,4.7,5.5,0.484,0.522,0.2,0,7,46,-0.1,8,0.317,0.516,93,172
"12976","Austin Hedges",0.06,0.11,0.286,0.267,0.21,1.15,0.194,0.39,0.249,0.473,0.347,0.625,0.596,0.738,0.153,0.152,2.9,4.3,0.237,0.43,0,-0.5,113,36,-87.7,2.5,0.255,0.484,57,152
"12977","Michael Perez",0.081,0.126,0.29,0.311,0.28,0.63,0.181,0.393,0.253,0.488,0.302,0.692,0.555,0.807,0.121,0.2,2.2,4.6,0.24,0.456,-0.7,-0.6,29,33,-27.1,1,0.245,0.518,53,173
"12979","Javier Baez",0.048,0.077,0.293,0.332,0.16,0.38,0.264,0.426,0.307,0.499,0.477,0.778,0.783,0.896,0.212,0.237,5.7,9.5,0.335,0.485,2,1.3,422,52,31.4,16.6,0.328,0.566,103,207
"12981","Cam Gallagher",0.073,0.141,0.185,0.182,0.4,1.13,0.243,0.344,0.305,0.459,0.357,0.489,0.662,0.651,0.114,0.101,1.5,2.3,0.287,0.376,-0.7,-0.4,42,40,-9.8,-3.4,0.29,0.438,78,124
"12983","Charlie Tilson",0.071,0.108,0.207,0.225,0.34,0.73,0.246,0.412,0.31,0.494,0.29,0.54,0.6,0.731,0.044,0.087,4.1,8.2,0.314,0.486,-0.2,0.3,22,48,-11.7,1.3,0.268,0.476,66,148
"13005","Kelby Tomlinson",0.084,0.121,0.202,0.268,0.42,0.7,0.265,0.406,0.331,0.501,0.332,0.511,0.663,0.723,0.066,0.08,5.8,7.2,0.336,0.509,0.1,1,68,29,-13.1,-3.5,0.294,0.469,84,136
"13006","Mitch Walding",0.095,0.153,0.667,0.435,0.14,0.51,0.053,0.39,0.143,0.518,0.211,0.698,0.353,0.886,0.158,0.226,0.1,5.6,0,0.545,0,-0.7,0,55,-2.6,5.5,0.162,0.552,-5,195
"13012","John Andreoli",0.081,0.182,0.297,0.265,0.27,0.94,0.224,0.375,0.284,0.513,0.269,0.486,0.552,0.695,0.045,0.064,4.5,10.2,0.326,0.459,0.4,2.6,5,46,-4,4,0.249,0.471,53,139
"13047","Munenori Kawasaki",0.095,0.236,0.161,0.292,0.59,1.6,0.237,0.512,0.32,0.702,0.289,0.618,0.609,0.66,0.052,0.053,5.3,8.8,0.288,0.616,0.1,0.2,62,40,-18.9,-6.4,0.28,0.628,74,180
"13051","Chris Colabello",0.073,0.161,0.289,0.359,0.25,0.76,0.257,0.443,0.317,0.573,0.424,0.726,0.74,0.764,0.166,0.164,2,3.2,0.337,0.533,-1.2,-0.1,95,73,7.4,17.2,0.324,0.589,104,198
"13066","Teoscar Hernandez",0.077,0.116,0.296,0.375,0.26,0.5,0.26,0.386,0.32,0.477,0.501,0.686,0.822,0.812,0.241,0.207,4.7,9.9,0.324,0.485,-2.1,1.7,291,59,48.8,10,0.346,0.517,117,173
"13075","Nori Aoki",0.077,0.072,0.085,0.14,0.91,0.81,0.285,0.365,0.35,0.489,0.387,0.406,0.738,0.465,0.102,0.021,5.5,5.6,0.304,0.391,-0.5,0.4,373,8,28.5,-1,0.327,0.432,105,64
"13130","Mikie Mahtook",0.061,0.162,0.264,0.306,0.23,0.81,0.235,0.435,0.292,0.56,0.405,0.612,0.697,0.788,0.17,0.098,5.5,6.8,0.291,0.542,0.3,0.6,100,53,-14.5,5.8,0.3,0.544,86,188
"13132","Andrew Susac",0.082,0.183,0.309,0.29,0.27,0.98,0.219,0.447,0.286,0.588,0.371,0.802,0.657,0.944,0.151,0.245,2.9,2.7,0.305,0.486,-0.2,0,28,37,-5.8,5.5,0.29,0.616,85,224
"13145","Josh Bell",0.118,0.146,0.188,0.223,0.63,1.16,0.261,0.474,0.348,0.576,0.468,0.684,0.816,0.815,0.207,0.138,2.7,7,0.286,0.536,-5.6,-0.9,400,73,64,20.5,0.345,0.571,114,205
"13151","Jose Briceno",0.067,0.083,0.269,0.246,0.25,0.58,0.238,0.347,0.301,0.413,0.377,0.535,0.678,0.676,0.139,0.132,1.3,6.2,0.296,0.388,-0.5,0.2,14,24,-1.8,-7.4,0.298,0.428,87,112
"13152","Jorge Polanco",0.075,0.14,0.167,0.207,0.45,0.96,0.276,0.437,0.332,0.531,0.451,0.651,0.783,0.826,0.175,0.155,4.7,6,0.307,0.489,-3.8,-0.8,370,49,36.1,7.6,0.334,0.535,109,191
"13153","Luis Sardinas",0.058,0.087,0.22,0.194,0.26,0.66,0.224,0.401,0.274,0.472,0.292,0.498,0.566,0.686,0.068,0.067,5.1,8.3,0.284,0.461,0.5,0.7,31,40,-26.4,-3.1,0.25,0.448,53,127
"13154","Marco Hernandez",0.033,0.07,0.247,0.24,0.13,0.5,0.265,0.411,0.3,0.464,0.342,0.582,0.642,0.724,0.078,0.115,3.2,7.6,0.348,0.482,-1,0,24,45,-9.3,1.3,0.28,0.478,67,151
"13167","Robel Garcia",0.076,0.189,0.391,0.396,0.19,0.74,0.174,0.351,0.24,0.506,0.326,0.685,0.566,0.786,0.152,0.211,3.3,5.2,0.258,0.432,-0.1,-0.4,12,35,-11.9,3.1,0.244,0.529,49,173
"13176","Blake Swihart",0.075,0.105,0.273,0.31,0.27,0.56,0.243,0.361,0.301,0.445,0.355,0.53,0.656,0.651,0.113,0.113,5.5,5.8,0.326,0.447,0,-0.2,66,33,-15.4,0.7,0.289,0.446,76,130
"13180","Tyler Goeddel",0.073,0.133,0.222,0.29,0.33,0.64,0.192,0.385,0.258,0.499,0.291,0.554,0.549,0.694,0.099,0.116,5.7,8.9,0.234,0.472,0.5,1.4,13,56,-14.3,3.7,0.244,0.486,47,146
"13185","Orlando Arcia",0.067,0.114,0.202,0.171,0.33,1.06,0.242,0.415,0.293,0.503,0.363,0.613,0.656,0.773,0.121,0.134,4.3,9,0.285,0.454,0.2,1.1,177,81,-61.1,9.7,0.281,0.512,70,168
"13228","Michael Reed",0.044,0.192,0.422,0.35,0.11,0.86,0.186,0.359,0.222,0.506,0.209,0.517,0.432,0.714,0.023,0.106,5.7,7.9,0.333,0.48,0.2,0.9,1,54,-4.6,9,0.195,0.476,16,147
"13265","Mike Zunino",0.07,0.156,0.346,0.37,0.2,0.81,0.202,0.494,0.274,0.596,0.415,0.852,0.689,0.867,0.213,0.206,2.2,2.6,0.26,0.619,-2.6,-0.1,289,21,-41.7,5.1,0.297,0.635,90,223
"13267","Nolan Fontana",0.114,0.309,0.4,0.319,0.29,1.61,0.065,0.375,0.171,0.618,0.258,0.566,0.429,0.778,0.194,0.124,2.9,7.8,0,0.487,-0.2,-0.1,1,69,-3.7,9.9,0.194,0.554,15,182
"13269","Zach Vincej",0.063,0.113,0.375,0.221,0.17,0.75,0.231,0.392,0.375,0.487,0.231,0.525,0.606,0.715,0,0.092,2.6,6.2,0.429,0.456,0,-1.7,2,63,-0.3,-5.5,0.298,0.467,82,135
"13271","Richie Shaffer",0.106,0.166,0.352,0.471,0.3,0.61,0.213,0.383,0.31,0.52,0.41,0.722,0.72,0.743,0.197,0.198,2.3,5.6,0.304,0.478,-0.9,0.7,16,69,-0.2,6.2,0.314,0.563,99,182
"13277","Joey Rickard",0.062,0.208,0.227,0.249,0.27,1.35,0.246,0.429,0.3,0.594,0.371,0.589,0.671,0.76,0.125,0.095,4.7,7.2,0.304,0.507,1,0.6,96,44,-22.1,9.8,0.292,0.553,79,190
"13284","Darnell Sweeney",0.147,0.133,0.265,0.335,0.56,0.71,0.172,0.379,0.294,0.481,0.345,0.596,0.639,0.761,0.172,0.147,3.8,9.5,0.211,0.476,-0.8,-0.5,9,63,-2.1,6.3,0.287,0.484,79,150
"13300","Spencer Kieboom",0.118,0.175,0.194,0.213,0.61,1.3,0.232,0.376,0.326,0.506,0.32,0.522,0.646,0.736,0.088,0.099,1.6,2.4,0.281,0.432,-0.1,-0.3,14,35,-2.6,2,0.292,0.482,79,156
"13301","Max Muncy",0.148,0.22,0.239,0.264,0.62,1.35,0.24,0.424,0.361,0.587,0.496,0.689,0.857,0.834,0.256,0.174,3.6,5.4,0.263,0.482,-0.3,-0.3,346,76,85.1,15.9,0.364,0.568,130,194
"13324","Ildemaro Vargas",0.047,0.088,0.152,0.159,0.31,1.2,0.233,0.378,0.268,0.443,0.355,0.506,0.622,0.667,0.122,0.085,5,5.8,0.256,0.425,0.4,0.1,30,47,-17.1,2.2,0.265,0.433,59,119
"13325","Deven Marrero",0.071,0.153,0.319,0.283,0.22,0.9,0.194,0.38,0.25,0.495,0.284,0.49,0.534,0.66,0.09,0.064,6.6,6.6,0.274,0.465,1.6,1.1,19,37,-24.7,-4.8,0.236,0.464,39,129
"13329","Jake Lamb",0.113,0.182,0.256,0.322,0.44,1.17,0.236,0.454,0.328,0.583,0.431,0.77,0.758,0.885,0.194,0.206,4.5,4.2,0.289,0.554,-2.3,0.1,310,56,15.5,19.4,0.324,0.597,97,211
"13338","Omar Narvaez",0.109,0.121,0.19,0.161,0.57,1.19,0.266,0.369,0.351,0.461,0.399,0.454,0.75,0.652,0.133,0.057,1.2,2.6,0.311,0.409,-2.2,-0.1,232,23,14.5,-1.9,0.327,0.431,106,122
"13355","Luke Maile",0.062,0.117,0.269,0.247,0.23,0.66,0.203,0.359,0.258,0.453,0.31,0.48,0.568,0.603,0.107,0.077,3.7,4.8,0.269,0.43,0.5,-0.1,43,45,-39.8,0.1,0.249,0.434,52,111
"13356","Bubba Starling",0.05,0.14,0.318,0.38,0.16,0.62,0.204,0.378,0.246,0.487,0.298,0.687,0.544,0.871,0.094,0.244,4.2,7.4,0.285,0.471,0.3,1,14,45,-18.6,-1.4,0.237,0.518,41,172
"13359","Tyler Naquin",0.066,0.141,0.254,0.383,0.26,0.61,0.273,0.416,0.326,0.533,0.453,0.695,0.779,0.736,0.181,0.162,4.2,7.3,0.34,0.5,-2.3,-0.1,196,51,16.7,8.1,0.331,0.556,104,176
"13367","Stephen Piscotty",0.081,0.131,0.216,0.234,0.38,1.07,0.259,0.382,0.328,0.486,0.435,0.614,0.762,0.695,0.176,0.146,3.5,4.2,0.304,0.406,-2.3,-0.6,341,41,22.8,7.2,0.328,0.493,108,147
"13369","Erik Gonzalez",0.04,0.074,0.243,0.28,0.16,0.42,0.245,0.382,0.276,0.442,0.345,0.565,0.621,0.709,0.101,0.127,4.3,9.4,0.314,0.462,-1.9,0.3,68,43,-36.1,1.1,0.267,0.46,63,138
"13414","Andrew Toles",0.06,0.067,0.197,0.242,0.31,0.42,0.286,0.447,0.333,0.501,0.459,0.673,0.792,0.813,0.173,0.152,4.2,10,0.331,0.52,-0.6,1.3,33,49,3.3,10.1,0.335,0.524,110,180
"13419","Christian Walker",0.095,0.126,0.253,0.289,0.38,0.73,0.25,0.445,0.329,0.544,0.439,0.723,0.767,0.829,0.189,0.174,3.7,4.2,0.306,0.503,0.2,-0.6,184,64,11.9,15.5,0.327,0.568,100,195
