"ID","Name","BB_Percentage_MLB","BB_Percentage_MiLB","K_Percentage_MLB","K_Percentage_MiLB","BB_to_K_MLB","BB_to_K_MiLB","AVG_MLB","AVG_MiLB","OBP_MLB","OBP_MiLB","SLG_MLB","SLG_MiLB","OPS_MLB","OPS_MiLB","ISO_MLB","ISO_MiLB","Spd_MLB","Spd_MiLB","BABIP_MLB","BABIP_MiLB","wSB_MLB","wSB_MiLB","wRC_MLB","wRC_MiLB","wRAA_MLB","wRAA_MiLB","wOBA_MLB","wOBA_MiLB","wRCplus_MLB","wRCplus_MiLB"
"19858","Luis Rengifo",0.09,0.157,0.224,0.208,0.4,1.17,0.216,0.413,0.293,0.54,0.325,0.636,0.618,0.808,0.11,0.148,3.9,11.1,0.264,0.471,-1.8,0.7,60,46,-27,9.3,0.273,0.529,67,179
"19878","Adam Haseley",0.059,0.142,0.228,0.246,0.26,0.85,0.264,0.454,0.322,0.554,0.373,0.678,0.695,0.901,0.109,0.161,3.8,6.4,0.338,0.535,0.6,-0.2,39,25,-5.7,3.3,0.3,0.555,83,199
"19955","Gavin Lux",0.102,0.154,0.237,0.268,0.43,0.84,0.233,0.45,0.314,0.556,0.368,0.698,0.682,0.861,0.135,0.164,5.8,8.1,0.291,0.535,0.6,-0.1,57,63,-8.4,16.4,0.297,0.553,86,191
"19958","Carter Kieboom",0.111,0.173,0.268,0.265,0.41,1.1,0.197,0.408,0.304,0.548,0.285,0.663,0.589,0.866,0.087,0.185,1.9,5.4,0.259,0.475,-0.8,0,34,59,-17,12.3,0.268,0.549,63,194
"19977","Tres Barrera",0.11,0.147,0.202,0.301,0.55,0.75,0.258,0.372,0.367,0.498,0.376,0.563,0.743,0.708,0.118,0.131,2.4,3.3,0.319,0.44,-0.1,-0.1,14,52,1.1,0.8,0.326,0.49,102,151
"20003","Keston Hiura",0.07,0.118,0.34,0.319,0.2,0.53,0.241,0.456,0.318,0.556,0.455,0.784,0.773,0.964,0.213,0.236,4.9,7.7,0.333,0.559,0.3,-0.5,105,52,6.5,15,0.327,0.588,101,216
"20123","Juan Soto",0.186,0.158,0.176,0.181,1.06,1.34,0.301,0.447,0.432,0.549,0.55,0.817,0.981,1.062,0.249,0.283,4.4,5.6,0.33,0.469,-0.4,0,401,21,156.6,10.4,0.41,0.604,156,251
"2020","Brad Emaus",0.095,0.205,0.214,0.199,0.44,1.75,0.162,0.461,0.262,0.614,0.162,0.735,0.424,0.812,0,0.163,0.8,7.7,0.214,0.489,0,0.8,1,89,-3.9,15.1,0.199,0.608,20,200
"2034","Carlos Maldonado",0.122,0.136,0.324,0.38,0.38,0.56,0.159,0.26,0.26,0.373,0.317,0.331,0.578,0.464,0.159,0.038,2.6,1.3,0.189,0.358,0.2,0,4,9,-5.4,-2.2,0.241,0.34,39,57
"2066","Eric Farris",0.1,0.171,0.2,0.223,0.5,0.91,0.111,0.482,0.2,0.583,0.111,0.589,0.311,0.807,0,0.084,7.5,8.7,0.143,0.68,0.2,3.6,0,52,-1.3,-2.9,0.157,0.539,-11,188
"2070","Gil Velazquez",0.013,0.221,0.145,0.289,0.09,1.61,0.233,0.538,0.25,0.698,0.247,0.777,0.497,0.796,0.014,0.13,0.2,6.7,0.27,0.63,-0.1,-0.5,3,41,-5.9,-2.2,0.222,0.665,33,216
"209","Antoan Richardson",0.048,0.18,0.143,0.289,0.33,0.95,0.35,0.357,0.381,0.515,0.35,0.448,0.731,0.663,0,0.063,7.5,10.6,0.412,0.46,1.2,4.3,3,53,0.3,4.9,0.33,0.461,110,135
"211","Will Venable",0.081,0.213,0.238,0.368,0.34,0.9,0.249,0.377,0.315,0.548,0.404,0.561,0.719,0.71,0.155,0.117,7.2,8.8,0.31,0.482,12.4,1.5,348,55,-7.1,7.4,0.314,0.509,101,150
"2115","Andrew Brown",0,0,0,0.266,0,0,0,0.134,0,0.134,0,0.134,0,0.133,0,0,0.1,0.2,0,0.222,0,0,0,0,0,-0.4,0,0.122,-100,-138
"2134","Adam Loewen",0.071,0.254,0.31,0.361,0.23,1.14,0.189,0.282,0.286,0.501,0.297,0.432,0.583,0.584,0.108,0.092,1.6,4.4,0.261,0.375,0,0,3,48,-1.6,5.5,0.27,0.458,64,113
"2136","David Peralta",0.074,0.173,0.19,0.165,0.39,1.31,0.286,0.429,0.342,0.574,0.463,0.633,0.806,0.822,0.178,0.125,5,4.8,0.332,0.467,-0.7,0.1,484,23,79.1,5.3,0.345,0.554,112,184
"2140","Delmon Young",0.041,0.037,0.179,0.352,0.23,0.18,0.283,0.532,0.316,0.55,0.421,0.738,0.737,0.79,0.138,0.117,3.3,3.7,0.323,0.623,-4.9,0.4,503,17,-5.8,2.3,0.32,0.576,96,187
"21479","Nico Hoerner",0.085,0.07,0.159,0.141,0.53,1,0.272,0.364,0.342,0.44,0.349,0.511,0.691,0.68,0.078,0.114,4.2,4,0.319,0.405,-0.9,0,42,16,-4.7,2.3,0.303,0.437,86,127
"2172","Hector Gimenez",0.07,0.152,0.29,0.321,0.24,0.85,0.216,0.408,0.28,0.52,0.33,0.667,0.61,0.701,0.114,0.153,1.3,3.9,0.283,0.461,-0.1,0,7,41,-3.8,0.9,0.267,0.535,63,156
"2216","Don Kelly",0.075,0.21,0.14,0.188,0.54,1.95,0.23,0.403,0.294,0.564,0.334,0.529,0.628,0.648,0.105,0.075,5.4,8.1,0.251,0.451,1.4,0.1,103,37,-34.5,-2.2,0.281,0.515,72,153
"2225","Jason Bourgeois",0.062,0.107,0.124,0.176,0.5,0.9,0.253,0.456,0.3,0.534,0.326,0.577,0.627,0.693,0.073,0.064,7.3,8.9,0.285,0.514,4.2,1.4,64,40,-21.8,-0.1,0.28,0.511,73,148
"2264","Hector Gomez",0.031,0.067,0.315,0.269,0.1,0.35,0.183,0.399,0.219,0.454,0.307,0.623,0.526,0.756,0.124,0.153,4.9,7.7,0.267,0.481,0,-0.4,7,47,-11,-4.1,0.227,0.478,35,140
"2279","John Lindsey",0,0.103,0.231,0.386,0,0.49,0.083,0.364,0.154,0.467,0.083,0.684,0.237,0.614,0,0.171,0.1,2.6,0.111,0.404,0,0,-1,59,-2,17.6,0.125,0.501,-30,145
"2280","Matt LaPorta",0.077,0.132,0.209,0.272,0.37,0.76,0.238,0.432,0.301,0.546,0.393,0.856,0.694,0.965,0.155,0.304,2.7,3,0.276,0.442,-0.2,-0.4,110,43,-12.2,14.1,0.306,0.606,90,220
"2331","Eliezer Alfonzo",0.027,0.06,0.253,0.29,0.11,0.27,0.24,0.464,0.271,0.516,0.377,0.72,0.648,0.829,0.137,0.158,2.1,2.7,0.298,0.51,-0.9,0.1,49,20,-27,4.5,0.275,0.539,61,174
"2369","Lance Zawadzki",0.119,0.11,0.167,0.315,0.71,0.54,0.2,0.347,0.3,0.433,0.257,0.524,0.557,0.683,0.057,0.131,4.6,7.1,0.25,0.471,0.2,1.4,2,35,-2.7,1.1,0.24,0.434,49,113
"2390","Max St. Pierre",0,0.141,0.222,0.228,0,1.41,0.222,0.42,0.222,0.546,0.333,0.675,0.556,0.653,0.111,0.138,2.6,4.6,0.286,0.431,0,-0.2,0,24,-0.6,-8.5,0.241,0.553,41,144
"2396","Carlos Santana",0.153,0.187,0.164,0.216,0.93,1.28,0.245,0.393,0.362,0.525,0.436,0.808,0.798,0.931,0.191,0.289,3,5.7,0.262,0.365,-3.3,0.3,999,62,177.4,22.2,0.347,0.582,118,215
"2411","Jose Tabata",0.073,0.158,0.144,0.199,0.51,1.2,0.275,0.423,0.336,0.549,0.377,0.684,0.713,0.919,0.102,0.215,5.4,6.1,0.317,0.458,-4.2,0.4,201,37,2.6,4.8,0.318,0.562,101,199
"2430","Darwin Barney",0.056,0.13,0.126,0.155,0.44,1.52,0.246,0.458,0.294,0.546,0.341,0.615,0.635,0.827,0.095,0.114,4.5,6.6,0.273,0.508,0,0.4,234,40,-79.3,-0.3,0.28,0.529,71,173
"2448","Jesus Feliciano",0.05,0.087,0.101,0.164,0.5,1.02,0.231,0.513,0.276,0.586,0.287,0.618,0.563,0.641,0.056,0.055,5.1,6.2,0.258,0.555,0.1,-1.7,7,46,-6.3,-7.8,0.255,0.548,55,140
"2481","Luis Martinez",0.092,0.161,0.207,0.289,0.44,0.88,0.182,0.383,0.276,0.515,0.26,0.502,0.536,0.671,0.078,0.081,5.8,3.4,0.224,0.474,0.1,-0.2,5,42,-5.2,-0.7,0.24,0.478,50,132
"2487","Ed Easley",0,0.162,0.143,0.289,0,1,0,0.42,0,0.548,0,0.563,0,0.664,0,0.085,0.1,3.6,0,0.499,0,-0.7,-1,55,-1.8,-7.7,0,0.515,-100,137
"2495","Pedro Alvarez",0.095,0.15,0.287,0.3,0.33,0.62,0.236,0.346,0.31,0.465,0.447,0.627,0.757,0.652,0.211,0.169,2.7,3.2,0.288,0.411,-0.4,-0.1,404,50,30.2,13.9,0.326,0.485,107,151
"2498","Jemile Weeks",0.073,0.171,0.145,0.179,0.5,1.39,0.254,0.427,0.316,0.556,0.352,0.604,0.667,0.844,0.097,0.128,7.2,8.1,0.297,0.483,0.8,0.5,104,30,-16.9,2.5,0.296,0.536,86,180
"2502","Lucas Duda",0.11,0.201,0.245,0.391,0.45,0.9,0.239,0.372,0.334,0.533,0.448,0.599,0.782,0.696,0.209,0.138,1.7,3,0.28,0.436,-4.1,-0.2,472,33,63.9,7,0.338,0.52,116,171
"2505","Hank Conger",0.086,0.103,0.235,0.231,0.36,0.7,0.221,0.404,0.294,0.478,0.366,0.629,0.66,0.781,0.145,0.161,1.7,4.8,0.268,0.449,-2.3,-0.2,107,62,-19.7,7.8,0.292,0.496,86,150
"2510","Josh Bell",0.035,0.141,0.326,0.331,0.11,0.64,0.195,0.38,0.223,0.484,0.265,0.658,0.488,0.805,0.07,0.196,2,5.3,0.278,0.456,-0.6,-0.2,9,58,-22.9,12,0.217,0.51,25,165
"2530","Yonder Alonso",0.097,0.195,0.172,0.179,0.56,1.62,0.259,0.439,0.332,0.584,0.404,0.644,0.736,0.807,0.144,0.138,2.4,3.2,0.292,0.476,-1.5,-0.1,448,24,10.3,5.9,0.319,0.563,102,193
"2539","Pete Kozma",0.078,0.136,0.216,0.264,0.36,0.77,0.213,0.338,0.276,0.448,0.288,0.475,0.564,0.645,0.075,0.092,4.5,6.2,0.271,0.406,-0.6,0.3,49,48,-43.4,-9.9,0.248,0.43,53,115
"2554","Chris Parmelee",0.078,0.194,0.236,0.307,0.33,0.99,0.248,0.387,0.313,0.528,0.405,0.646,0.717,0.824,0.157,0.184,2,4.8,0.302,0.461,-2.6,-0.6,114,61,2.2,12.9,0.316,0.534,98,189
"2557","Juan Perez",0,0,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,-0.3,-0.4,0,0,-100,-200
"2567","Bryan Petersen",0.096,0.151,0.21,0.279,0.46,0.9,0.22,0.451,0.303,0.559,0.305,0.667,0.608,0.802,0.085,0.146,6.3,7.2,0.282,0.518,1.3,-0.6,43,65,-17.7,9.5,0.275,0.552,69,178
"2578","Peter Bourjos",0.057,0.095,0.241,0.268,0.24,0.54,0.237,0.388,0.293,0.464,0.376,0.652,0.669,0.778,0.139,0.185,7.2,8.9,0.302,0.45,-0.7,1,221,52,-45.3,5.4,0.292,0.499,83,156
"2579","Carlos Ruiz",0.099,0.166,0.123,0.162,0.81,1.09,0.264,0.375,0.35,0.524,0.391,0.599,0.742,0.775,0.127,0.158,2.9,2.1,0.289,0.421,-2.4,0,489,10,18.7,3.1,0.326,0.526,100,169
"2591","Michael Taylor",0.105,0.154,0.307,0.25,0.34,0.95,0.167,0.491,0.254,0.608,0.216,0.807,0.47,0.931,0.049,0.207,1.3,8.3,0.242,0.55,-0.1,0.9,4,91,-8.2,29.1,0.223,0.629,36,233
"2602","Luis Jimenez",0.056,0.229,0.222,0.349,0.25,1.27,0.059,0.526,0.111,0.69,0.059,0.855,0.17,0.828,0,0.178,0.1,6.2,0.077,0.593,0,0.4,-1,80,-3.3,18.2,0.087,0.686,-52,224
"2616","Zack Cozart",0.065,0.132,0.162,0.267,0.4,0.81,0.247,0.44,0.3,0.551,0.399,0.678,0.699,0.745,0.151,0.143,4.5,9.4,0.273,0.501,0.3,2.1,355,97,-32.9,8.9,0.303,0.557,86,179
"2621","Ryan Rohlinger",0.056,0.135,0.278,0.213,0.2,1.05,0.134,0.401,0.183,0.516,0.194,0.781,0.377,0.978,0.06,0.319,4.2,5.5,0.191,0.387,-0.5,-0.3,0,54,-9,2.5,0.173,0.582,-3,207
"2636","Brandon Guyer",0.061,0.087,0.181,0.243,0.34,0.55,0.25,0.344,0.339,0.439,0.388,0.562,0.727,0.697,0.138,0.151,4.8,8.5,0.292,0.391,0.2,1.5,180,41,10,9.5,0.323,0.456,104,137
"2650","Corey Brown",0.087,0.168,0.348,0.432,0.25,0.62,0.171,0.412,0.244,0.541,0.39,0.756,0.635,0.847,0.22,0.228,5.6,9.2,0.217,0.527,0.2,1.8,4,79,-1.4,18.4,0.277,0.58,73,197
"2673","Bobby Scales",0.114,0.27,0.234,0.372,0.49,1.52,0.248,0.598,0.342,0.804,0.401,0.936,0.743,0.871,0.153,0.169,5.4,9.2,0.316,0.718,0.1,-1.4,19,122,0,27.8,0.328,0.776,94,268
"2677","Jordan Pacheco",0.046,0.123,0.142,0.145,0.33,1.46,0.272,0.423,0.31,0.531,0.365,0.575,0.675,0.785,0.093,0.106,3.4,5.3,0.311,0.446,-0.3,-0.1,113,52,-15.8,10.7,0.297,0.508,70,161
"2714","Garrett Jones",0.082,0.15,0.211,0.36,0.39,0.84,0.251,0.552,0.312,0.66,0.445,0.944,0.757,0.803,0.194,0.196,3.5,8.6,0.284,0.606,-0.8,0,392,126,27,16,0.327,0.7,106,232
"2761","Randy Ruiz",0.067,0.166,0.282,0.44,0.24,0.73,0.272,0.543,0.332,0.676,0.488,0.95,0.82,0.871,0.217,0.219,3.9,5,0.338,0.645,-0.2,-0.3,34,67,5.4,19,0.354,0.719,114,244
"2783","Johnny Monell",0.066,0.149,0.262,0.267,0.25,0.84,0.161,0.387,0.23,0.506,0.196,0.643,0.426,0.819,0.036,0.182,2.6,5.9,0.225,0.448,0,0,1,64,-5.5,8.6,0.199,0.518,23,167
"2784","Derrick Robinson",0.083,0.131,0.204,0.27,0.41,0.79,0.255,0.36,0.322,0.461,0.323,0.441,0.645,0.637,0.068,0.061,5.2,9.3,0.331,0.449,-1.3,2.1,20,45,-3.8,-13,0.292,0.427,80,112
"2797","Jose Reyes",0,0.177,0.6,0.237,0,1.65,0.2,0.444,0.2,0.591,0.2,0.558,0.4,0.609,0,0.061,0.1,4,0.5,0.506,0,-0.4,0,22,-0.7,-9.6,0.178,0.538,-8,129
"2802","Tony Cruz",0.048,0.1,0.197,0.257,0.24,0.71,0.216,0.38,0.256,0.453,0.308,0.595,0.564,0.752,0.092,0.156,2.8,4.3,0.262,0.432,-2.4,0,39,32,-34.4,0.1,0.248,0.471,53,141
"2829","Manny Pina",0.076,0.136,0.21,0.174,0.36,1.08,0.245,0.391,0.314,0.5,0.413,0.541,0.726,0.738,0.168,0.099,2.7,2.9,0.28,0.433,-0.3,0,143,25,-5,-2.4,0.313,0.48,91,142
"2830","Travis Snider",0.085,0.109,0.25,0.317,0.34,0.5,0.244,0.4,0.311,0.474,0.399,0.615,0.709,0.753,0.155,0.15,3.8,5.8,0.306,0.476,-1.4,-0.8,213,49,-9.3,12.8,0.311,0.487,93,154
"2832","Rafael Ynoa",0.034,0.149,0.188,0.207,0.18,1.08,0.281,0.37,0.306,0.483,0.372,0.498,0.678,0.684,0.09,0.088,4.3,7.3,0.35,0.422,0.1,0,20,63,-2.7,-2.6,0.297,0.46,71,130
"2833","Cedric Hunter",0.073,0.13,0.146,0.154,0.5,1.32,0.105,0.442,0.171,0.53,0.184,0.658,0.355,0.83,0.079,0.14,4,6.8,0.097,0.47,-0.4,-0.4,0,85,-5.2,10.2,0.164,0.533,-5,176
"2845","Joe Benson",0.041,0.162,0.284,0.341,0.14,0.72,0.239,0.337,0.27,0.479,0.352,0.526,0.622,0.728,0.113,0.134,5,9,0.34,0.429,-0.4,-0.2,6,35,-2.5,4.3,0.273,0.472,67,147
"2852","Chris Marrero",0.034,0.114,0.23,0.281,0.15,0.56,0.209,0.403,0.236,0.508,0.258,0.65,0.493,0.825,0.049,0.176,0.6,2.8,0.262,0.49,-0.1,-0.5,6,40,-13.8,6.2,0.219,0.526,32,180
"2861","Gustavo Molina",0.039,0.087,0.196,0.299,0.2,0.58,0.128,0.469,0.16,0.543,0.17,0.721,0.33,0.681,0.043,0.135,1.1,2.6,0.158,0.51,0,-0.6,-1,24,-7.5,-9.5,0.151,0.57,-24,155
"2881","Scott Sizemore",0.111,0.197,0.264,0.26,0.42,1.31,0.24,0.45,0.327,0.6,0.383,0.7,0.71,0.833,0.143,0.157,3.4,8.6,0.318,0.526,-0.7,0.5,70,69,0.4,17,0.318,0.593,98,214
"2900","Roberto Perez",0.108,0.264,0.295,0.276,0.36,1.59,0.206,0.356,0.297,0.567,0.36,0.493,0.657,0.74,0.154,0.09,2.3,3.2,0.27,0.457,-1,-0.2,161,31,-40.9,1.6,0.288,0.509,76,171
"2917","Emmanuel Burriss",0.067,0.084,0.13,0.171,0.51,0.81,0.237,0.384,0.3,0.475,0.266,0.455,0.565,0.631,0.029,0.046,5.5,9.7,0.275,0.435,1.3,1.8,57,40,-44.1,-4.7,0.26,0.434,56,108
"2918","Angel Pagan",0.071,0.155,0.143,0.205,0.5,1.05,0.28,0.382,0.33,0.509,0.408,0.531,0.738,0.761,0.128,0.109,6.9,5.7,0.316,0.477,11.3,0.1,524,3,11.9,-0.2,0.322,0.489,102,149
"2923","Luis Montanez",0.037,0.068,0.167,0.136,0.22,0.49,0.223,0.464,0.258,0.519,0.328,0.575,0.586,0.706,0.105,0.06,3.1,3.6,0.254,0.49,-0.8,-0.4,21,25,-17.2,3.6,0.259,0.498,50,154
"2967","Tommy Pham",0.125,0.154,0.232,0.348,0.54,0.7,0.265,0.348,0.364,0.477,0.447,0.555,0.81,0.693,0.182,0.136,5.7,8.8,0.323,0.44,4.9,0.9,414,35,76.1,3.7,0.35,0.473,122,146
"3057","Mike Napoli",0.122,0.144,0.275,0.541,0.44,0.73,0.246,0.361,0.346,0.453,0.475,0.758,0.821,0.804,0.229,0.252,3.1,1.5,0.299,0.345,-6,-0.1,769,6,151.7,1.4,0.355,0.501,119,135
"3085","Brian Esposito",0,0.055,0.333,0.336,0,0.3,0,0.403,0,0.461,0,0.553,0,0.535,0,0.079,0.1,4.1,0,0.473,0,-0.2,0,12,-0.8,-23.3,0,0.457,-100,69
"3086","Mitch Moreland",0.085,0.143,0.215,0.233,0.39,1.47,0.251,0.422,0.318,0.546,0.446,0.706,0.764,0.854,0.195,0.196,2.5,3.7,0.283,0.461,-2.7,-0.3,566,59,38.7,19.6,0.327,0.567,100,191
"3118","Jesus Guzman",0.087,0.126,0.223,0.211,0.39,0.82,0.247,0.518,0.316,0.62,0.39,0.853,0.706,1.023,0.143,0.244,4.1,6.3,0.304,0.562,0.6,-0.3,121,84,-2.9,18.5,0.311,0.648,100,231
"3123","Gregor Blanco",0.108,0.222,0.197,0.336,0.55,1.14,0.255,0.506,0.338,0.67,0.348,0.638,0.687,0.798,0.094,0.077,6.4,10.3,0.319,0.658,5.7,1,354,47,-29.3,5.8,0.307,0.608,93,208
"3142","Robinson Chirinos",0.095,0.205,0.267,0.263,0.36,1.48,0.231,0.386,0.325,0.541,0.432,0.602,0.757,0.848,0.201,0.16,2.7,5.7,0.281,0.458,-2.2,-0.2,286,42,22.7,8.4,0.328,0.525,102,173
"3154","Domonic Brown",0.079,0.136,0.181,0.233,0.44,0.86,0.246,0.491,0.305,0.59,0.405,0.856,0.71,1.059,0.159,0.27,4.3,6.7,0.273,0.537,0.5,0.3,188,41,-5.1,8.5,0.31,0.641,94,255
"3188","Luis Cruz",0.037,0.09,0.12,0.192,0.31,0.99,0.234,0.522,0.272,0.591,0.316,0.84,0.589,0.758,0.082,0.167,3,6.8,0.258,0.53,-0.5,-0.4,44,68,-30.4,-5.6,0.26,0.627,59,179
"3206","Luis Hernandez",0.048,0.1,0.158,0.214,0.3,0.73,0.243,0.376,0.284,0.454,0.296,0.486,0.58,0.576,0.052,0.067,3.4,5.4,0.282,0.427,0.1,-0.7,19,30,-15.8,-11.4,0.263,0.434,53,101
"3209","Julio Borbon",0.056,0.104,0.138,0.19,0.4,0.92,0.273,0.401,0.318,0.482,0.347,0.538,0.665,0.683,0.074,0.094,6.8,8,0.313,0.447,2.6,1.7,85,47,-15.7,1.2,0.298,0.468,76,125
"3211","Tyler Ladendorf",0.029,0.115,0.217,0.25,0.13,0.77,0.121,0.337,0.147,0.432,0.152,0.46,0.299,0.654,0.03,0.088,8.6,5,0.157,0.391,0.4,0.1,-2,29,-10.4,-4.4,0.134,0.412,-26,104
"3256","Welington Castillo",0.068,0.145,0.256,0.276,0.26,0.9,0.254,0.398,0.313,0.508,0.426,0.623,0.738,0.819,0.171,0.162,1.6,2.8,0.312,0.46,-0.8,-0.2,318,24,7.4,1.1,0.319,0.506,98,159
"3263","Kosuke Fukudome",0.135,0.412,0.177,0.4,0.76,2.22,0.258,0.43,0.359,0.752,0.395,0.532,0.754,0.642,0.136,0.051,3.9,3,0.303,0.548,-8,-0.2,289,28,22.5,6.2,0.336,0.628,102,184
"3274","Nevin Ashley",0,0.144,0.381,0.287,0,0.76,0.1,0.366,0.143,0.501,0.15,0.538,0.293,0.746,0.05,0.123,2.6,6.4,0.167,0.443,0,-0.3,-1,50,-3,4.1,0.136,0.485,-27,151
"3298","Charlie Culberson",0.053,0.082,0.258,0.289,0.21,0.41,0.246,0.391,0.293,0.46,0.388,0.588,0.681,0.732,0.141,0.134,4.8,8.6,0.315,0.475,0.3,1.4,117,65,-20.9,-7,0.293,0.47,77,136
"3299","Chris Hatcher",0.143,0.082,0.429,0.416,0.33,0.28,0.083,0.261,0.214,0.341,0.083,0.409,0.298,0.539,0,0.108,0.1,5,0.167,0.361,0,-0.4,-1,25,-2.2,-4,0.122,0.343,-34,52
"3310","Trent Oeltjen",0.093,0.103,0.263,0.225,0.35,0.61,0.22,0.491,0.299,0.586,0.384,0.672,0.684,0.795,0.165,0.095,8.4,9.6,0.279,0.559,1.2,0.2,19,69,-3.6,12.4,0.299,0.57,83,183
"3312","Martin Prado",0.066,0.168,0.115,0.178,0.57,1.26,0.287,0.462,0.335,0.598,0.412,0.557,0.747,0.701,0.125,0.057,3.6,3.5,0.31,0.526,-7.7,-0.2,712,19,39.1,1.1,0.326,0.549,103,173
"3336","Alberto Callaspo",0.088,0.156,0.092,0.141,0.96,1.75,0.265,0.438,0.329,0.537,0.364,0.658,0.693,0.74,0.1,0.15,3,4.6,0.28,0.427,-4.7,-0.2,416,33,-36.2,4,0.307,0.519,91,136
"3361","Gaby Sanchez",0.099,0.261,0.162,0.157,0.61,2.41,0.254,0.425,0.332,0.619,0.413,0.706,0.744,0.943,0.159,0.198,3,5.2,0.281,0.442,0,0,276,76,20.3,23.4,0.328,0.603,105,223
"3364","Miguel Montero",0.103,0.129,0.203,0.265,0.51,1.04,0.256,0.373,0.34,0.478,0.411,0.557,0.751,0.673,0.155,0.117,2,1,0.299,0.408,-6.1,-0.4,528,20,30.4,4.1,0.327,0.479,99,128
"3371","Alejandro De Aza",0.078,0.144,0.216,0.22,0.36,1.27,0.26,0.505,0.325,0.603,0.396,0.829,0.721,0.98,0.136,0.214,6.4,7.5,0.322,0.567,-1.4,0.4,325,28,0.9,6.7,0.316,0.634,97,243
"3373","Clete Thomas",0.097,0.177,0.266,0.325,0.36,0.89,0.233,0.39,0.311,0.53,0.353,0.578,0.664,0.731,0.12,0.114,4.4,9.1,0.313,0.493,-0.5,0.6,77,74,-15.2,4.5,0.298,0.515,79,164
"3376","Nick Hundley",0.065,0.231,0.24,0.332,0.27,1.41,0.247,0.329,0.299,0.525,0.405,0.666,0.703,0.897,0.158,0.27,3.2,2.4,0.303,0.355,-6.3,-0.2,350,26,-38.3,2.4,0.304,0.523,88,166
"3388","Chris Getz",0.071,0.205,0.11,0.174,0.64,2.3,0.25,0.542,0.309,0.698,0.307,0.671,0.616,0.728,0.057,0.069,6.7,10.4,0.281,0.597,9.3,0.9,128,59,-52.6,1.4,0.278,0.637,66,199
"3390","John Mayberry",0.078,0.124,0.231,0.344,0.34,0.56,0.235,0.376,0.299,0.486,0.421,0.696,0.72,0.782,0.185,0.214,3.5,7.9,0.274,0.429,-0.9,1.3,169,63,-1.3,7.2,0.314,0.522,96,159
"3395","Cliff Pennington",0.085,0.209,0.197,0.222,0.43,1.63,0.242,0.453,0.309,0.602,0.339,0.621,0.648,0.843,0.096,0.118,5.3,7.6,0.297,0.54,3,1.4,287,32,-72.3,-2.4,0.289,0.566,79,184
"3402","Trevor Crowe",0.067,0.143,0.179,0.202,0.38,1.04,0.24,0.352,0.294,0.451,0.322,0.532,0.615,0.687,0.082,0.134,6.4,7.3,0.292,0.401,3.2,1,71,33,-32.1,5.3,0.276,0.441,69,123
"3409","Jonathan Van Every",0.096,0.225,0.385,0.569,0.25,0.74,0.255,0.507,0.327,0.686,0.447,0.932,0.774,0.866,0.191,0.226,4.1,9.1,0.4,0.69,0,-0.7,7,66,0.6,17.2,0.339,0.712,102,254
"3410","Ryan Braun",0.08,0.172,0.186,0.21,0.43,1.59,0.296,0.461,0.358,0.582,0.532,0.925,0.891,0.962,0.236,0.296,5.6,7.6,0.325,0.438,13.6,1.1,1211,49,352.9,18.3,0.379,0.648,135,250
"3411","Drew Butera",0.06,0.142,0.219,0.268,0.27,0.88,0.196,0.336,0.252,0.461,0.29,0.519,0.542,0.641,0.094,0.119,2.3,3.7,0.242,0.385,-1.2,-0.1,81,31,-89.1,-8.4,0.242,0.451,45,114
"3412","Guilder Rodriguez",0.071,0.153,0.357,0.155,0.2,1.25,0.167,0.395,0.231,0.517,0.167,0.417,0.397,0.648,0,0.012,2.6,6.7,0.286,0.437,0,0.2,0,15,-1.3,-4.4,0.19,0.455,10,117
"3420","Dusty Brown",0.043,0.136,0.261,0.413,0.17,0.61,0.163,0.432,0.2,0.542,0.256,0.666,0.456,0.791,0.093,0.144,4.3,3,0.2,0.591,0.2,-0.1,1,38,-4.2,0.4,0.203,0.551,17,178
"3433","Allen Craig",0.071,0.144,0.196,0.282,0.36,0.91,0.276,0.44,0.333,0.556,0.435,0.775,0.768,0.816,0.158,0.207,3,3.6,0.32,0.47,-0.8,0,259,59,35.5,14.3,0.336,0.597,113,194
"3441","Nolan Reimold",0.096,0.197,0.229,0.281,0.42,1.19,0.246,0.402,0.323,0.567,0.422,0.69,0.745,0.838,0.176,0.194,4.1,5.4,0.288,0.466,-0.3,-0.2,187,59,8,14.1,0.325,0.572,99,201
"3442","Dan Uggla",0.114,0.133,0.243,0.52,0.47,0.49,0.241,0.367,0.336,0.492,0.447,0.689,0.783,0.715,0.206,0.188,3.3,3,0.283,0.529,-7.6,0,731,3,84.4,0.5,0.341,0.536,109,180
"3443","Chris Robinson",0,0.087,0.25,0.336,0,0.47,0.167,0.459,0.167,0.534,0.417,0.595,0.583,0.691,0.25,0.087,0.1,4.9,0.125,0.579,0,0.1,1,37,-0.6,-8.9,0.249,0.518,57,140
"3472","Steve Holm",0.104,0.187,0.16,0.286,0.65,1.2,0.241,0.41,0.336,0.572,0.361,0.681,0.697,0.767,0.12,0.174,1.9,3.7,0.284,0.453,-0.5,0,14,56,-1.3,5,0.313,0.568,86,168
